,merchantid,alitype,alidecription,wemname,wedate,wemethod,wetype,wedescription
7701,869534148120001,套现,套现风险（套现风险极高）,,,,,
7702,869534148120001,套现,套现风险（套现风险极高）,,,,,
7704,869537004220001,,,荆州市个体户熊纤纤便利店,2020/3/25 22:04,交易拦截,拦截,涉嫌实时交易异常
7705,869537004220001,,,荆州市个体户熊纤纤便利店,2020/3/25 22:04,交易拦截,拦截,涉嫌实时交易异常
7780,869534148120001,套现,套现风险（套现风险极高）,,,,,
7781,869534148120001,套现,套现风险（套现风险极高）,,,,,
7798,869451704220001,套现,套现风险（套现风险极高）,,,,,
7799,869451704220001,套现,套现风险（套现风险极高）,,,,,
7812,869291604220003,赌博,赌博风险（关闭支付权限）,,,,,
7814,869291604220003,赌博,赌博风险（关闭支付权限）,,,,,
7846,869451704220001,套现,套现风险（套现风险极高）,,,,,
7847,869451704220001,套现,套现风险（套现风险极高）,,,,,
7852,869506004010001,套现,套现风险（套现风险极高）,,,,,
7853,869506004010001,套现,套现风险（套现风险极高）,,,,,
7906,869451704220001,套现,套现风险（套现风险极高）,,,,,
7907,869451704220001,套现,套现风险（套现风险极高）,,,,,
7935,869451704220001,套现,套现风险（套现风险极高）,,,,,
7936,869451704220001,套现,套现风险（套现风险极高）,,,,,
7950,869537004220001,,,荆州市个体户熊纤纤便利店,2020/3/25 22:04,交易拦截,拦截,涉嫌实时交易异常
7951,869537004220001,,,荆州市个体户熊纤纤便利店,2020/3/25 22:04,交易拦截,拦截,涉嫌实时交易异常
7972,869397006050001,套现,套现风险（套现风险极高）,,,,,
7973,869397006050001,套现,套现风险（套现风险极高）,,,,,
7976,869451704220001,套现,套现风险（套现风险极高）,,,,,
7977,869451704220001,套现,套现风险（套现风险极高）,,,,,
8013,869451704220001,套现,套现风险（套现风险极高）,,,,,
8014,869451704220001,套现,套现风险（套现风险极高）,,,,,
8016,869397006050001,套现,套现风险（套现风险极高）,,,,,
8017,869397006050001,套现,套现风险（套现风险极高）,,,,,
8020,869451704220001,套现,套现风险（套现风险极高）,,,,,
8021,869451704220001,套现,套现风险（套现风险极高）,,,,,
8088,869451704220001,套现,套现风险（套现风险极高）,,,,,
8089,869451704220001,套现,套现风险（套现风险极高）,,,,,
8124,869451704220001,套现,套现风险（套现风险极高）,,,,,
8125,869451704220001,套现,套现风险（套现风险极高）,,,,,
8198,869451704220001,套现,套现风险（套现风险极高）,,,,,
8199,869451704220001,套现,套现风险（套现风险极高）,,,,,
8228,869527004010001,套现,套现风险（套现风险极高）,,,,,
8240,869451704220001,套现,套现风险（套现风险极高）,,,,,
8241,869451704220001,套现,套现风险（套现风险极高）,,,,,
8342,869537004220001,,,荆州市个体户熊纤纤便利店,2020/3/25 22:04,交易拦截,拦截,涉嫌实时交易异常
8343,869537004220001,,,荆州市个体户熊纤纤便利店,2020/3/25 22:04,交易拦截,拦截,涉嫌实时交易异常
8568,869304010010012,套现,套现风险（套现风险极高）,,,,,
8585,869451704220001,套现,套现风险（套现风险极高）,,,,,
8586,869451704220001,套现,套现风险（套现风险极高）,,,,,
8596,869110004190003,,,天津城区一城一梦青年之家旅馆,2020/3/24 11:07,交易拦截,拦截,涉嫌实时交易异常
8598,869527004010001,套现,套现风险（套现风险极高）,,,,,
8599,869527004010001,套现,套现风险（套现风险极高）,,,,,
8608,869451704220001,套现,套现风险（套现风险极高）,,,,,
8625,869451704220001,套现,套现风险（套现风险极高）,,,,,
8626,869451704220001,套现,套现风险（套现风险极高）,,,,,
8655,869110004190003,,,天津城区一城一梦青年之家旅馆,2020/3/24 11:07,交易拦截,拦截,涉嫌实时交易异常
8740,869451704220001,套现,套现风险（套现风险极高）,,,,,
8741,869451704220001,套现,套现风险（套现风险极高）,,,,,
8767,869537004220001,,,荆州市个体户熊纤纤便利店,2020/3/25 22:04,交易拦截,拦截,涉嫌实时交易异常
8768,869537004220001,,,荆州市个体户熊纤纤便利店,2020/3/25 22:04,交易拦截,拦截,涉嫌实时交易异常
8800,869537004220001,,,荆州市个体户熊纤纤便利店,2020/3/25 22:04,交易拦截,拦截,涉嫌实时交易异常
8827,869451704220001,套现,套现风险（套现风险极高）,,,,,
8828,869451704220001,套现,套现风险（套现风险极高）,,,,,
8848,869534148120001,套现,套现风险（套现风险极高）,,,,,
8849,869534148120001,套现,套现风险（套现风险极高）,,,,,
8869,869537004220001,,,荆州市个体户熊纤纤便利店,2020/3/25 22:04,交易拦截,拦截,涉嫌实时交易异常
8870,869537004220001,,,荆州市个体户熊纤纤便利店,2020/3/25 22:04,交易拦截,拦截,涉嫌实时交易异常
8882,869100004010007,赌博,赌博风险（关闭支付权限）,北京城区润洁美容,2020/4/6 19:19,交易拦截,拦截,涉嫌实时交易异常
8904,869451704220001,套现,套现风险（套现风险极高）,,,,,
8937,869451704220001,套现,套现风险（套现风险极高）,,,,,
8938,869541010010002,套现,套现风险（套现风险极高）,,,,,
8947,869451704220001,套现,套现风险（套现风险极高）,,,,,
8948,869451704220001,套现,套现风险（套现风险极高）,,,,,
8985,869100004010007,赌博,赌博风险（关闭支付权限）,北京城区润洁美容,2020/4/6 19:19,交易拦截,拦截,涉嫌实时交易异常
8986,869100004010007,赌博,赌博风险（关闭支付权限）,北京城区润洁美容,2020/4/6 19:19,交易拦截,拦截,涉嫌实时交易异常
9012,869113604190001,赌博,赌博风险（关闭支付权限）,,,,,
9013,869113604190001,赌博,赌博风险（关闭支付权限）,,,,,
9055,869451704220001,套现,套现风险（套现风险极高）,,,,,
9059,869671010010003,,,宜宾市小五金零售,2020/3/25 16:35,交易拦截,拦截,涉嫌实时交易异常
9060,869671010010003,,,宜宾市小五金零售,2020/3/25 16:35,交易拦截,拦截,涉嫌实时交易异常
9075,869113604190001,赌博,赌博风险（关闭支付权限）,,,,,
9076,869113604190001,赌博,赌博风险（关闭支付权限）,,,,,
9124,869100001030045,套现,套现风险（套现风险极高）,,,,,
9125,869100001030045,套现,套现风险（套现风险极高）,,,,,
9128,869541010010002,套现,套现风险（套现风险极高）,,,,,
9133,869521010010020,套现,套现风险（套现风险极高）,,,,,
9134,869521010010020,套现,套现风险（套现风险极高）,,,,,
9155,869521010010020,套现,套现风险（套现风险极高）,,,,,
9158,869110004190003,,,天津城区一城一梦青年之家旅馆,2020/3/24 11:07,交易拦截,拦截,涉嫌实时交易异常
9186,869541010010002,套现,套现风险（套现风险极高）,,,,,
9187,869541010010002,套现,套现风险（套现风险极高）,,,,,
9200,869451704220001,套现,套现风险（套现风险极高）,,,,,
9250,869451704220001,套现,套现风险（套现风险极高）,,,,,
9251,869451704220001,套现,套现风险（套现风险极高）,,,,,
9278,869513006010001,,,南阳市个体户仝兆明衣服服饰,2020/2/14 10:03,交易拦截,拦截,涉嫌实时交易异常
9279,869513006010001,,,南阳市个体户仝兆明衣服服饰,2020/2/14 10:03,交易拦截,拦截,涉嫌实时交易异常
9309,869110004190003,,,天津城区一城一梦青年之家旅馆,2020/3/24 11:07,交易拦截,拦截,涉嫌实时交易异常
9343,869100002050002,色情,色情风险（关闭支付权限）,,,,,
9344,869100002050002,色情,色情风险（关闭支付权限）,,,,,
9348,869671010010003,,,宜宾市小五金零售,2020/3/25 16:35,交易拦截,拦截,涉嫌实时交易异常
9349,869671010010003,,,宜宾市小五金零售,2020/3/25 16:35,交易拦截,拦截,涉嫌实时交易异常
9370,869110004190003,,,天津城区一城一梦青年之家旅馆,2020/3/24 11:07,交易拦截,拦截,涉嫌实时交易异常
9389,869451704220001,套现,套现风险（套现风险极高）,,,,,
9392,869451704220001,套现,套现风险（套现风险极高）,,,,,
9407,869534148120001,套现,套现风险（套现风险极高）,,,,,
9408,869534148120001,套现,套现风险（套现风险极高）,,,,,
9447,869110004190003,,,天津城区一城一梦青年之家旅馆,2020/3/24 11:07,交易拦截,拦截,涉嫌实时交易异常
9528,869671010010003,,,宜宾市小五金零售,2020/3/25 16:35,交易拦截,拦截,涉嫌实时交易异常
9544,869110004190003,,,天津城区一城一梦青年之家旅馆,2020/3/24 11:07,交易拦截,拦截,涉嫌实时交易异常
9545,869110004190003,,,天津城区一城一梦青年之家旅馆,2020/3/24 11:07,交易拦截,拦截,涉嫌实时交易异常
9633,869113604190001,赌博,赌博风险（关闭支付权限）,,,,,
9634,869113604190001,赌博,赌博风险（关闭支付权限）,,,,,
9663,869113604190001,赌博,赌博风险（关闭支付权限）,,,,,
9664,869113604190001,赌博,赌博风险（关闭支付权限）,,,,,
9697,869671010010003,,,宜宾市小五金零售,2020/3/25 16:35,交易拦截,拦截,涉嫌实时交易异常
9698,869671010010003,,,宜宾市小五金零售,2020/3/25 16:35,交易拦截,拦截,涉嫌实时交易异常
9735,869451704220001,套现,套现风险（套现风险极高）,,,,,
9758,869451704220001,套现,套现风险（套现风险极高）,,,,,
9759,869451704220001,套现,套现风险（套现风险极高）,,,,,
9823,869534148120001,套现,套现风险（套现风险极高）,,,,,
9824,869534148120001,套现,套现风险（套现风险极高）,,,,,
9879,869100004010007,赌博,赌博风险（关闭支付权限）,北京城区润洁美容,2020/4/6 19:19,交易拦截,拦截,涉嫌实时交易异常
9880,869110004190003,,,天津城区一城一梦青年之家旅馆,2020/3/24 11:07,交易拦截,拦截,涉嫌实时交易异常
9936,869671010010003,,,宜宾市小五金零售,2020/3/25 16:35,交易拦截,拦截,涉嫌实时交易异常
9952,869100004010007,赌博,赌博风险（关闭支付权限）,北京城区润洁美容,2020/4/6 19:19,交易拦截,拦截,涉嫌实时交易异常
9953,869100004010007,赌博,赌博风险（关闭支付权限）,北京城区润洁美容,2020/4/6 19:19,交易拦截,拦截,涉嫌实时交易异常
9955,869100004010007,赌博,赌博风险（关闭支付权限）,北京城区润洁美容,2020/4/6 19:19,交易拦截,拦截,涉嫌实时交易异常
9956,869100004010007,赌博,赌博风险（关闭支付权限）,北京城区润洁美容,2020/4/6 19:19,交易拦截,拦截,涉嫌实时交易异常
10031,869110004190003,,,天津城区一城一梦青年之家旅馆,2020/3/24 11:07,交易拦截,拦截,涉嫌实时交易异常
10045,869391004220025,套现,套现风险（套现风险极高）,,,,,
10046,869391004220025,套现,套现风险（套现风险极高）,,,,,
10047,869110004190003,,,天津城区一城一梦青年之家旅馆,2020/3/24 11:07,交易拦截,拦截,涉嫌实时交易异常
10094,869534148120001,套现,套现风险（套现风险极高）,,,,,
10155,869110004190003,,,天津城区一城一梦青年之家旅馆,2020/3/24 11:07,交易拦截,拦截,涉嫌实时交易异常
10156,869110004190003,,,天津城区一城一梦青年之家旅馆,2020/3/24 11:07,交易拦截,拦截,涉嫌实时交易异常
10188,869534148120001,套现,套现风险（套现风险极高）,,,,,
10189,869534148120001,套现,套现风险（套现风险极高）,,,,,
10229,869100004010007,赌博,赌博风险（关闭支付权限）,北京城区润洁美容,2020/4/6 19:19,交易拦截,拦截,涉嫌实时交易异常
10230,869100004010007,赌博,赌博风险（关闭支付权限）,北京城区润洁美容,2020/4/6 19:19,交易拦截,拦截,涉嫌实时交易异常
10245,869100004010007,赌博,赌博风险（关闭支付权限）,北京城区润洁美容,2020/4/6 19:19,交易拦截,拦截,涉嫌实时交易异常
10246,869100004010007,赌博,赌博风险（关闭支付权限）,北京城区润洁美容,2020/4/6 19:19,交易拦截,拦截,涉嫌实时交易异常
10247,869100004010007,赌博,赌博风险（关闭支付权限）,北京城区润洁美容,2020/4/6 19:19,交易拦截,拦截,涉嫌实时交易异常
10276,869671010010003,,,宜宾市小五金零售,2020/3/25 16:35,交易拦截,拦截,涉嫌实时交易异常
10277,869671010010003,,,宜宾市小五金零售,2020/3/25 16:35,交易拦截,拦截,涉嫌实时交易异常
10278,869671010010003,,,宜宾市小五金零售,2020/3/25 16:35,交易拦截,拦截,涉嫌实时交易异常
10314,869110004190003,,,天津城区一城一梦青年之家旅馆,2020/3/24 11:07,交易拦截,拦截,涉嫌实时交易异常
10375,869241801010001,套现,套现风险（套现风险极高）,,,,,
10376,869241801010001,套现,套现风险（套现风险极高）,,,,,
10406,869451704220001,套现,套现风险（套现风险极高）,,,,,
10452,869395002020001,欺诈,欺诈风险（关闭支付权限）,,,,,
10455,869110004190003,,,天津城区一城一梦青年之家旅馆,2020/3/24 11:07,交易拦截,拦截,涉嫌实时交易异常
10456,869110004190003,,,天津城区一城一梦青年之家旅馆,2020/3/24 11:07,交易拦截,拦截,涉嫌实时交易异常
10469,869451704220001,套现,套现风险（套现风险极高）,,,,,
10471,869395002020001,欺诈,欺诈风险（关闭支付权限）,,,,,
10472,869395002020001,欺诈,欺诈风险（关闭支付权限）,,,,,
10521,869451704220001,套现,套现风险（套现风险极高）,,,,,
10522,869451704220001,套现,套现风险（套现风险极高）,,,,,
10531,869671010010003,,,宜宾市小五金零售,2020/3/25 16:35,交易拦截,拦截,涉嫌实时交易异常
10532,869671010010003,,,宜宾市小五金零售,2020/3/25 16:35,交易拦截,拦截,涉嫌实时交易异常
10533,869671010010003,,,宜宾市小五金零售,2020/3/25 16:35,交易拦截,拦截,涉嫌实时交易异常
10534,869671010010003,,,宜宾市小五金零售,2020/3/25 16:35,交易拦截,拦截,涉嫌实时交易异常
10670,869110004190003,,,天津城区一城一梦青年之家旅馆,2020/3/24 11:07,交易拦截,拦截,涉嫌实时交易异常
10701,869534148120001,套现,套现风险（套现风险极高）,,,,,
10710,869451704220001,套现,套现风险（套现风险极高）,,,,,
